2026-08-29 07:40:19.630 INFO: ===========VERIFYING SETTINGS===========
2026-08-29 07:40:19.632 INFO: MACE version: 0.3.14
2026-08-29 07:40:19.804 INFO: CUDA version: 12.8, CUDA device: 0
2026-08-29 07:40:19.999 INFO: ===========LOADING INPUT DATA===========
2026-08-29 07:40:19.999 INFO: Using heads: ['Default']
2026-08-29 07:40:19.999 INFO: Using the key specifications to parse data:
2026-08-29 07:40:19.999 INFO: Default: KeySpecification(info_keys={'energy': 'energy', 'stress': 'REF_stress', 'virials': 'REF_virials', 'dipole': 'dipole', 'head': 'head', 'elec_temp': 'elec_temp', 'total_charge': 'total_charge', 'polarizability': 'polarizability', 'total_spin': 'total_spin'}, arrays_keys={'forces': 'forces', 'charges': 'REF_charges'})
2026-08-29 07:40:19.999 INFO: =============    Processing head Default     ===========
2026-08-29 07:40:20.953 WARNING: Since ASE version 3.23.0b1, using energy_key 'energy' is no longer safe when communicating between MACE and ASE. We recommend using a different key, rewriting 'energy' to 'REF_energy'. You need to use --energy_key='REF_energy' to specify the chosen key name.
2026-08-29 07:40:21.127 WARNING: Since ASE version 3.23.0b1, using forces_key 'forces' is no longer safe when communicating between MACE and ASE. We recommend using a different key, rewriting 'forces' to 'REF_forces'. You need to use --forces_key='REF_forces' to specify the chosen key name.
2026-08-29 07:40:21.366 INFO: Training set 1/1 [energy: 1500, stress: 0, virials: 0, dipole components: 0, head: 1500, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 1500, charges: 0]
2026-08-29 07:40:21.372 INFO: Total Training set [energy: 1500, stress: 0, virials: 0, dipole components: 0, head: 1500, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 1500, charges: 0]
2026-08-29 07:40:21.878 WARNING: Since ASE version 3.23.0b1, using energy_key 'energy' is no longer safe when communicating between MACE and ASE. We recommend using a different key, rewriting 'energy' to 'REF_energy'. You need to use --energy_key='REF_energy' to specify the chosen key name.
2026-08-29 07:40:21.969 WARNING: Since ASE version 3.23.0b1, using forces_key 'forces' is no longer safe when communicating between MACE and ASE. We recommend using a different key, rewriting 'forces' to 'REF_forces'. You need to use --forces_key='REF_forces' to specify the chosen key name.
2026-08-29 07:40:22.091 INFO: Validation set 1/1 [energy: 800, stress: 0, virials: 0, dipole components: 0, head: 800, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 800, charges: 0]
2026-08-29 07:40:22.094 INFO: Total Validation set [energy: 800, stress: 0, virials: 0, dipole components: 0, head: 800, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 800, charges: 0]
2026-08-29 07:40:30.504 WARNING: Since ASE version 3.23.0b1, using energy_key 'energy' is no longer safe when communicating between MACE and ASE. We recommend using a different key, rewriting 'energy' to 'REF_energy'. You need to use --energy_key='REF_energy' to specify the chosen key name.
2026-08-29 07:40:32.145 WARNING: Since ASE version 3.23.0b1, using forces_key 'forces' is no longer safe when communicating between MACE and ASE. We recommend using a different key, rewriting 'forces' to 'REF_forces'. You need to use --forces_key='REF_forces' to specify the chosen key name.
2026-08-29 07:40:34.379 INFO: Test set 1/1 [energy: 13700, stress: 0, virials: 0, dipole components: 0, head: 13700, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 13700, charges: 0]
2026-08-29 07:40:34.438 INFO: Total Test set [energy: 13700, stress: 0, virials: 0, dipole components: 0, head: 13700, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 13700, charges: 0]
2026-08-29 07:40:34.438 INFO: Total number of configurations: train=1500, valid=800, tests=[Default_Default: 13700],
2026-08-29 07:40:34.469 INFO: Atomic Numbers used: [3, 15, 16]
2026-08-29 07:40:34.470 INFO: Isolated Atomic Energies (E0s) not in training file, using command line argument
2026-08-29 07:40:34.470 INFO: Computing average Atomic Energies using least squares regression
2026-08-29 07:40:34.500 INFO: Atomic Energies used (z: eV) for head Default: {3: -3.9529733722983105, 15: -1.3176577907661038, 16: -5.270631163064416}
2026-08-29 07:40:34.500 INFO: Processing datasets for head 'Default'
2026-08-29 07:40:36.671 INFO: Combining 1 list datasets for head 'Default'
2026-08-29 07:40:37.844 INFO: Combining 1 list datasets for head 'Default_valid'
2026-08-29 07:40:37.844 INFO: Combined validation datasets for Default
2026-08-29 07:40:37.844 INFO: Head 'Default' training dataset size: 1500
2026-08-29 07:40:37.845 INFO: Computing average number of neighbors
2026-08-29 07:40:39.102 INFO: Average number of neighbors: 25.190448760986328
2026-08-29 07:40:39.102 INFO: During training the following quantities will be reported: energy, forces
2026-08-29 07:40:39.102 INFO: ===========MODEL DETAILS===========
2026-08-29 07:40:39.954 INFO: Building model
2026-08-29 07:40:39.954 INFO: Message passing with 64 channels and max_L=1 (64x0e + 64x1o)
2026-08-29 07:40:39.955 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2026-08-29 07:40:39.955 INFO: 8 radial and 5 basis functions
2026-08-29 07:40:39.955 INFO: Radial cutoff: 5.0 A (total receptive field for each atom: 10.0 A)
2026-08-29 07:40:39.955 INFO: Distance transform for radial basis functions: None
2026-08-29 07:40:39.955 INFO: Hidden irreps: 64x0e + 64x1o
2026-08-29 07:40:41.235 INFO: Total number of parameters: 241296
2026-08-29 07:40:41.235 INFO: 
2026-08-29 07:40:41.236 INFO: ===========OPTIMIZER INFORMATION===========
2026-08-29 07:40:41.236 INFO: Using ADAM as parameter optimizer
2026-08-29 07:40:41.236 INFO: Batch size: 4
2026-08-29 07:40:41.236 INFO: Using Exponential Moving Average with decay: 0.99
2026-08-29 07:40:41.236 INFO: Number of gradient updates: 187500
2026-08-29 07:40:41.236 INFO: Learning rate: 0.01, weight decay: 5e-07
2026-08-29 07:40:41.236 INFO: WeightedEnergyForcesLoss(energy_weight=1.000, forces_weight=20.000)
2026-08-29 07:40:41.237 WARNING: Cannot find checkpoint with tag 'MACE_FPS_1500_DFT_Li3PS4_run-123' in './checkpoints'
2026-08-29 07:40:41.242 INFO: Using gradient clipping with tolerance=10.000
2026-08-29 07:40:41.242 INFO: 
2026-08-29 07:40:41.242 INFO: ===========TRAINING===========
2026-08-29 07:40:41.242 INFO: Started training, reporting errors on validation set
2026-08-29 07:40:41.242 INFO: Loss metrics on validation set
2026-08-29 07:40:51.378 INFO: Initial: head: Default, loss=1.99070311, RMSE_E_per_atom=   53.74 meV, RMSE_F=  630.87 meV / A
2026-08-29 07:41:21.133 INFO: Epoch 0: head: Default, loss=0.02151586, RMSE_E_per_atom=    8.81 meV, RMSE_F=   65.57 meV / A
2026-08-29 07:41:47.173 INFO: Epoch 1: head: Default, loss=0.00973683, RMSE_E_per_atom=    4.86 meV, RMSE_F=   44.12 meV / A
2026-08-29 07:42:13.352 INFO: Epoch 2: head: Default, loss=0.00664973, RMSE_E_per_atom=    2.75 meV, RMSE_F=   36.46 meV / A
2026-08-29 07:42:39.561 INFO: Epoch 3: head: Default, loss=0.00526077, RMSE_E_per_atom=    1.91 meV, RMSE_F=   32.43 meV / A
2026-08-29 07:43:05.674 INFO: Epoch 4: head: Default, loss=0.00448651, RMSE_E_per_atom=    1.67 meV, RMSE_F=   29.95 meV / A
2026-08-29 07:43:31.819 INFO: Epoch 5: head: Default, loss=0.00399521, RMSE_E_per_atom=    1.53 meV, RMSE_F=   28.27 meV / A
2026-08-29 07:43:57.929 INFO: Epoch 6: head: Default, loss=0.00365343, RMSE_E_per_atom=    1.14 meV, RMSE_F=   27.03 meV / A
2026-08-29 07:44:24.069 INFO: Epoch 7: head: Default, loss=0.00337495, RMSE_E_per_atom=    1.25 meV, RMSE_F=   25.98 meV / A
2026-08-29 07:44:50.181 INFO: Epoch 8: head: Default, loss=0.00316821, RMSE_E_per_atom=    0.84 meV, RMSE_F=   25.17 meV / A
2026-08-29 07:45:16.314 INFO: Epoch 9: head: Default, loss=0.00298553, RMSE_E_per_atom=    0.93 meV, RMSE_F=   24.43 meV / A
2026-08-29 07:45:42.346 INFO: Epoch 10: head: Default, loss=0.00285107, RMSE_E_per_atom=    0.92 meV, RMSE_F=   23.88 meV / A
2026-08-29 07:46:08.435 INFO: Epoch 11: head: Default, loss=0.00273447, RMSE_E_per_atom=    0.88 meV, RMSE_F=   23.38 meV / A
2026-08-29 07:46:34.427 INFO: Epoch 12: head: Default, loss=0.00262848, RMSE_E_per_atom=    0.79 meV, RMSE_F=   22.93 meV / A
2026-08-29 07:47:00.277 INFO: Epoch 13: head: Default, loss=0.00252779, RMSE_E_per_atom=    0.65 meV, RMSE_F=   22.48 meV / A
2026-08-29 07:47:26.178 INFO: Epoch 14: head: Default, loss=0.00245495, RMSE_E_per_atom=    0.58 meV, RMSE_F=   22.16 meV / A
2026-08-29 07:47:51.978 INFO: Epoch 15: head: Default, loss=0.00240950, RMSE_E_per_atom=    0.68 meV, RMSE_F=   21.95 meV / A
2026-08-29 07:48:18.940 INFO: Epoch 16: head: Default, loss=0.00232424, RMSE_E_per_atom=    0.52 meV, RMSE_F=   21.56 meV / A
2026-08-29 07:48:46.004 INFO: Epoch 17: head: Default, loss=0.00227547, RMSE_E_per_atom=    0.58 meV, RMSE_F=   21.33 meV / A
2026-08-29 07:49:13.127 INFO: Epoch 18: head: Default, loss=0.00224428, RMSE_E_per_atom=    0.58 meV, RMSE_F=   21.19 meV / A
2026-08-29 07:49:40.446 INFO: Epoch 19: head: Default, loss=0.00218492, RMSE_E_per_atom=    0.63 meV, RMSE_F=   20.90 meV / A
2026-08-29 07:50:08.496 INFO: Epoch 20: head: Default, loss=0.00213791, RMSE_E_per_atom=    0.56 meV, RMSE_F=   20.68 meV / A
2026-08-29 07:50:36.700 INFO: Epoch 21: head: Default, loss=0.00209031, RMSE_E_per_atom=    0.52 meV, RMSE_F=   20.45 meV / A
2026-08-29 07:51:02.793 INFO: Epoch 22: head: Default, loss=0.00206602, RMSE_E_per_atom=    0.49 meV, RMSE_F=   20.33 meV / A
2026-08-29 07:51:28.892 INFO: Epoch 23: head: Default, loss=0.00202030, RMSE_E_per_atom=    0.48 meV, RMSE_F=   20.10 meV / A
2026-08-29 07:51:54.733 INFO: Epoch 24: head: Default, loss=0.00198899, RMSE_E_per_atom=    0.47 meV, RMSE_F=   19.94 meV / A
2026-08-29 07:52:21.048 INFO: Epoch 25: head: Default, loss=0.00197199, RMSE_E_per_atom=    0.50 meV, RMSE_F=   19.86 meV / A
2026-08-29 07:52:46.866 INFO: Epoch 26: head: Default, loss=0.00195346, RMSE_E_per_atom=    0.48 meV, RMSE_F=   19.77 meV / A
2026-08-29 07:53:13.059 INFO: Epoch 27: head: Default, loss=0.00192334, RMSE_E_per_atom=    0.44 meV, RMSE_F=   19.61 meV / A
2026-08-29 07:53:39.423 INFO: Epoch 28: head: Default, loss=0.00189390, RMSE_E_per_atom=    0.48 meV, RMSE_F=   19.46 meV / A
2026-08-29 07:54:05.272 INFO: Epoch 29: head: Default, loss=0.00186964, RMSE_E_per_atom=    0.50 meV, RMSE_F=   19.34 meV / A
2026-08-29 07:54:31.390 INFO: Epoch 30: head: Default, loss=0.00184716, RMSE_E_per_atom=    0.51 meV, RMSE_F=   19.22 meV / A
2026-08-29 07:54:57.609 INFO: Epoch 31: head: Default, loss=0.00182890, RMSE_E_per_atom=    0.42 meV, RMSE_F=   19.13 meV / A
2026-08-29 07:55:23.405 INFO: Epoch 32: head: Default, loss=0.00180500, RMSE_E_per_atom=    0.40 meV, RMSE_F=   19.00 meV / A
2026-08-29 07:55:49.282 INFO: Epoch 33: head: Default, loss=0.00179402, RMSE_E_per_atom=    0.44 meV, RMSE_F=   18.94 meV / A
2026-08-29 07:56:15.094 INFO: Epoch 34: head: Default, loss=0.00177941, RMSE_E_per_atom=    0.40 meV, RMSE_F=   18.86 meV / A
2026-08-29 07:56:40.930 INFO: Epoch 35: head: Default, loss=0.00176274, RMSE_E_per_atom=    0.42 meV, RMSE_F=   18.78 meV / A
2026-08-29 07:57:06.714 INFO: Epoch 36: head: Default, loss=0.00174487, RMSE_E_per_atom=    0.35 meV, RMSE_F=   18.68 meV / A
2026-08-29 07:57:32.338 INFO: Epoch 37: head: Default, loss=0.00173356, RMSE_E_per_atom=    0.44 meV, RMSE_F=   18.62 meV / A
2026-08-29 07:57:58.194 INFO: Epoch 38: head: Default, loss=0.00171872, RMSE_E_per_atom=    0.38 meV, RMSE_F=   18.54 meV / A
2026-08-29 07:58:24.268 INFO: Epoch 39: head: Default, loss=0.00170057, RMSE_E_per_atom=    0.36 meV, RMSE_F=   18.44 meV / A
2026-08-29 07:58:50.009 INFO: Epoch 40: head: Default, loss=0.00169908, RMSE_E_per_atom=    0.38 meV, RMSE_F=   18.43 meV / A
2026-08-29 07:59:15.847 INFO: Epoch 41: head: Default, loss=0.00168399, RMSE_E_per_atom=    0.39 meV, RMSE_F=   18.35 meV / A
